QA,Tactic,a,b,c,d,n,n_series_1,n_series_2,confidence,logRR,phi,p_value,w_p,logRR_norm,phi_norm,Score_default,Score_minus_conf
Indenpendency/Autonomy,State documentation,2,0,5,213,220,7,2,0.22076594753891132,3.7750571503549883,0.5283570816850195,0.0008717310087173101,1.0,0.9551569506726457,0.5283570816850195,0.16375469052035554,0.7417570161788326
Indenpendency/Autonomy,Internal interface segregation,2,0,5,213,220,7,2,0.22076594753891132,3.7750571503549883,0.5283570816850195,0.0008717310087173101,1.0,0.9551569506726457,0.5283570816850195,0.16375469052035554,0.7417570161788326
Indenpendency/Autonomy,Internal interface declarative data modeling,2,0,5,213,220,7,2,0.22076594753891132,3.7750571503549883,0.5283570816850195,0.0008717310087173101,1.0,0.9551569506726457,0.5283570816850195,0.16375469052035554,0.7417570161788326
Indenpendency/Autonomy,Classification documentation,2,0,5,213,220,7,2,0.22076594753891132,3.7750571503549883,0.5283570816850195,0.0008717310087173101,1.0,0.9551569506726457,0.5283570816850195,0.16375469052035554,0.7417570161788326
Indenpendency/Autonomy,Buffering,2,0,5,213,220,7,2,0.22076594753891132,3.7750571503549883,0.5283570816850195,0.0008717310087173101,1.0,0.9551569506726457,0.5283570816850195,0.16375469052035554,0.7417570161788326
Indenpendency/Autonomy,Internal interface abstraction,2,0,5,213,220,7,2,0.22076594753891132,3.7750571503549883,0.5283570816850195,0.0008717310087173101,1.0,0.9551569506726457,0.5283570816850195,0.16375469052035554,0.7417570161788326
Time behaviour,Edge compute hardware,5,0,82,133,220,87,5,0.7510351542739502,0.9639187808634095,0.18855235730729383,0.009006524479307625,0.6818142554173184,0.4478114478114477,0.18855235730729383,0.16293028509440088,0.21694095698078317
Robustness,Pretraining,4,0,67,149,220,71,4,0.6748558434641296,1.170585788293199,0.19713651733872206,0.010231312955228195,0.6633562103128784,0.5265017667844523,0.19713651733872206,0.1619755083278881,0.24001497489663143
Robustness,Training with adversarial noise,4,0,67,149,220,71,4,0.6748558434641296,1.170585788293199,0.19713651733872206,0.010231312955228195,0.6633562103128784,0.5265017667844523,0.19713651733872206,0.1619755083278881,0.24001497489663143
Modularity,Single task assignment,2,1,3,214,220,5,3,0.22755841388363107,3.875819956764185,0.5080356673950666,0.00123390496646749,0.9695727625774516,0.9593679458239278,0.5080356673950666,0.16187988722599675,0.7113772875424372
Lightweight,Failure prevention or mitigation,2,4,1,213,220,3,6,0.24636168355623522,4.267363726353742,0.46157198846701597,0.0018451449267083298,0.911323172184061,0.9723502304147466,0.46157198846701597,0.16096860304232816,0.6533832725882676
Maintainability,Failure prevention or mitigation,2,4,1,213,220,3,6,0.24636168355623522,4.267363726353742,0.46157198846701597,0.0018451449267083298,0.911323172184061,0.9723502304147466,0.46157198846701597,0.16096860304232816,0.6533832725882676
Installability,Failure prevention or mitigation,2,4,1,213,220,3,6,0.24636168355623522,4.267363726353742,0.46157198846701597,0.0018451449267083298,0.911323172184061,0.9723502304147466,0.46157198846701597,0.16096860304232816,0.6533832725882676
Explainability,Failure prevention or mitigation,2,4,1,213,220,3,6,0.24636168355623522,4.267363726353742,0.46157198846701597,0.0018451449267083298,0.911323172184061,0.9723502304147466,0.46157198846701597,0.16096860304232816,0.6533832725882676
Operability,Failure prevention or mitigation,2,4,1,213,220,3,6,0.24636168355623522,4.267363726353742,0.46157198846701597,0.0018451449267083298,0.911323172184061,0.9723502304147466,0.46157198846701597,0.16096860304232816,0.6533832725882676
Availability,Input modification,2,2,2,214,220,4,4,0.2340716616353513,3.9889840465642745,0.49074074074074076,0.0014761475313555652,0.9436234118106198,0.9636363636363636,0.49074074074074076,0.16061813503022127,0.6861921426457865
Reusability,Input modification,2,2,2,214,220,4,4,0.2340716616353513,3.9889840465642745,0.49074074074074076,0.0014761475313555652,0.9436234118106198,0.9636363636363636,0.49074074074074076,0.16061813503022127,0.6861921426457865
Reusability,Frame rate reduction,2,2,2,214,220,4,4,0.2340716616353513,3.9889840465642745,0.49074074074074076,0.0014761475313555652,0.9436234118106198,0.9636363636363636,0.49074074074074076,0.16061813503022127,0.6861921426457865
Availability,Frame rate reduction,2,2,2,214,220,4,4,0.2340716616353513,3.9889840465642745,0.49074074074074076,0.0014761475313555652,0.9436234118106198,0.9636363636363636,0.49074074074074076,0.16061813503022127,0.6861921426457865
Resiliency,Model snapshot,2,0,8,210,220,10,2,0.25780435421065095,3.305053521109253,0.43893114546442885,0.0018679950186799498,0.909541428741,0.9292035398230089,0.43893114546442885,0.16040266936945932,0.6221875881832272
Resiliency,Feature format conversion,2,0,8,210,220,10,2,0.25780435421065095,3.305053521109253,0.43893114546442885,0.0018679950186799498,0.909541428741,0.9292035398230089,0.43893114546442885,0.16040266936945932,0.6221875881832272
Resiliency,Model snapshot registry,2,0,8,210,220,10,2,0.25780435421065095,3.305053521109253,0.43893114546442885,0.0018679950186799498,0.909541428741,0.9292035398230089,0.43893114546442885,0.16040266936945932,0.6221875881832272
Resiliency,Tuner and meta-tuner blocks,2,0,8,210,220,10,2,0.25780435421065095,3.305053521109253,0.43893114546442885,0.0018679950186799498,0.909541428741,0.9292035398230089,0.43893114546442885,0.16040266936945932,0.6221875881832272
Resiliency,Model snapshot rollback,2,0,8,210,220,10,2,0.25780435421065095,3.305053521109253,0.43893114546442885,0.0018679950186799498,0.909541428741,0.9292035398230089,0.43893114546442885,0.16040266936945932,0.6221875881832272
Maintainability,Event-based processing,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Installability,Input modification,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Functional appropriateness,Input modification,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Installability,Frame rate reduction,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Functional appropriateness,Frame rate reduction,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Explainability,Event-based processing,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Adaptability,Frame rate reduction,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Adaptability,Input modification,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Installability,Event-based processing,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Functional completeness,Input modification,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Lightweight,Frame rate reduction,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Lightweight,Input modification,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Operability,Event-based processing,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Lightweight,Event-based processing,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Functional suitability,Frame rate reduction,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Functional suitability,Input modification,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Operability,Input modification,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Operability,Frame rate reduction,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Interpretability,Input modification,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Transparancy,Input modification,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Usability,Frame rate reduction,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Functional completeness,Frame rate reduction,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Transparancy,Frame rate reduction,2,2,1,215,220,3,4,0.206212993639731,4.68213122712422,0.5706849288765907,0.0007426279890776561,1.0,0.981651376146789,0.5706849288765907,0.16005595829725489,0.7761681525116899
Reusability,Single task assignment,2,1,2,215,220,4,3,0.206212993639731,4.28128506487235,0.5706849288765907,0.0007426279890776561,1.0,0.9727272727272728,0.5706849288765907,0.15913582525641035,0.7717061008019317
Availability,Single task assignment,2,1,2,215,220,4,3,0.206212993639731,4.28128506487235,0.5706849288765907,0.0007426279890776561,1.0,0.9727272727272728,0.5706849288765907,0.15913582525641035,0.7717061008019317
Scalability,Deadline-aware scheduling,2,1,2,215,220,4,3,0.206212993639731,4.28128506487235,0.5706849288765907,0.0007426279890776561,1.0,0.9727272727272728,0.5706849288765907,0.15913582525641035,0.7717061008019317
Modifiability,Model snapshot,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,Background queue,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,Internal interface declarative data modeling,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,External dependency reduction,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,Classification documentation,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,Error documentation,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,Feature format conversion,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,Internal interface abstraction,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,System documentation provisioning,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,State documentation,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,Library Encapsulation,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,Input spatial partitioning,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,Model snapshot rollback,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,Queue with data limitation,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,Model snapshot registry,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,Internal interface segregation,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Modifiability,Buffering,2,0,4,214,220,6,2,0.206212993639731,3.9982007016691985,0.5720289550208651,0.0006226650062266501,1.0,0.963963963963964,0.5720289550208651,0.15837084901664522,0.7679964594924146
Functional suitability,Transfer learning,2,5,1,212,220,3,7,0.263248813069786,4.108529197214057,0.4252895454711078,0.002575205365201595,0.8630627105030723,0.9676674364896074,0.4252895454711078,0.15824007622750275,0.601104614232597
Explainability,Transfer learning,2,5,1,212,220,3,7,0.263248813069786,4.108529197214057,0.4252895454711078,0.002575205365201595,0.8630627105030723,0.9676674364896074,0.4252895454711078,0.15824007622750275,0.601104614232597
Functional appropriateness,Transfer learning,2,5,1,212,220,3,7,0.263248813069786,4.108529197214057,0.4252895454711078,0.002575205365201595,0.8630627105030723,0.9676674364896074,0.4252895454711078,0.15824007622750275,0.601104614232597
Adaptability,Sensor or input data fusion,2,5,1,212,220,3,7,0.263248813069786,4.108529197214057,0.4252895454711078,0.002575205365201595,0.8630627105030723,0.9676674364896074,0.4252895454711078,0.15824007622750275,0.601104614232597
Adaptability,Transfer learning,2,5,1,212,220,3,7,0.263248813069786,4.108529197214057,0.4252895454711078,0.002575205365201595,0.8630627105030723,0.9676674364896074,0.4252895454711078,0.15824007622750275,0.601104614232597
Functional appropriateness,Sensor or input data fusion,2,5,1,212,220,3,7,0.263248813069786,4.108529197214057,0.4252895454711078,0.002575205365201595,0.8630627105030723,0.9676674364896074,0.4252895454711078,0.15824007622750275,0.601104614232597
